,0,1,2
TCGA-KK-A8I7-01A-21D-A364-08,6698,[130],"[6477, 1538]"
TCGA-KK-A8I8-01A-11D-A364-08,6699,[128],"[6477, 1538]"
TCGA-KK-A8I9-01A-11D-A364-08,6700,[208],"[6477, 1538]"
TCGA-KK-A8IA-01A-11D-A364-08,6701,[252],"[6477, 1538]"
TCGA-KK-A8IB-01A-11D-A364-08,6702,[88],"[6477, 1538]"
TCGA-KK-A8ID-01A-11D-A364-08,6703,[80],"[6477, 1538]"
TCGA-KK-A8IF-01A-11D-A364-08,6704,[166],"[6477, 1538]"
TCGA-KK-A8IG-01A-11D-A364-08,6705,[0],"[6477, 1538]"
TCGA-KK-A8II-01A-11D-A364-08,6706,[60],"[6477, 1538]"
TCGA-KK-A8IK-01A-11D-A364-08,6707,[244],"[6477, 1538]"
TCGA-KK-A8IL-01A-11D-A364-08,6708,[84],"[6477, 1538]"
TCGA-KK-A8IM-01A-11D-A364-08,6709,[75],"[6477, 1538]"
TCGA-M7-A71Z-01A-12D-A32B-08,6710,[212],"[6477, 1563]"
TCGA-M7-A721-01A-12D-A32B-08,6711,[64],"[6477, 1538]"
TCGA-M7-A724-01A-12D-A32B-08,6712,[204],"[6477, 1553]"
TCGA-M7-A725-01A-12D-A32B-08,6713,[73],"[6477, 1538]"
TCGA-MG-AAMC-01A-11D-A41K-08,6714,[252],"[6477, 1563]"
TCGA-QU-A6IM-01A-11D-A31L-08,6715,[132],"[6477, 1547]"
TCGA-QU-A6IN-01A-11D-A31L-08,6716,[180],"[6477, 1563]"
TCGA-QU-A6IO-01A-11D-A31L-08,6717,[128],"[6477, 1538]"
TCGA-SU-A7E7-01A-22D-A33T-08,6718,[128],"[6477, 1538]"
TCGA-TK-A8OK-01A-22D-A364-08,6719,[209],"[6477, 1538]"
TCGA-TP-A8TT-01A-12D-A41K-08,6720,[44],"[6477, 1538]"
TCGA-TP-A8TV-01A-11D-A41K-08,6721,[16],"[6477, 1538]"
TCGA-V1-A8MF-01A-11D-A364-08,6722,[20],"[6477, 1538]"
TCGA-V1-A8MG-01A-11D-A364-08,6723,[108],"[6477, 1538]"
TCGA-V1-A8MM-01A-11D-A377-08,6724,[96],"[6477, 1538]"
TCGA-V1-A8MU-01A-11D-A377-08,6725,[208],"[6477, 1538]"
TCGA-V1-A8WL-01A-11D-A377-08,6726,[76],"[6477, 1563]"
TCGA-V1-A8WV-01A-11D-A377-08,6727,[208],"[6477, 1538]"
TCGA-V1-A8WW-01A-11D-A377-08,6728,[104],"[6477, 1538]"
TCGA-V1-A8X3-01A-11D-A377-08,6729,[80],"[6477, 1538]"
TCGA-V1-A9O7-01A-21D-A41K-08,6730,[28],"[6477, 1538]"
TCGA-V1-A9O9-01A-11D-A41K-08,6731,[145],"[6477, 1538]"
TCGA-V1-A9OH-01A-11D-A41K-08,6732,[128],"[6477, 1538]"
TCGA-V1-A9OQ-01A-11D-A41K-08,6733,[24],"[6477, 1538]"
TCGA-V1-A9OT-01A-11D-A41K-08,6734,[140],"[6477, 1538]"
TCGA-V1-A9OY-01A-11D-A41K-08,6735,[66],"[6477, 1563]"
TCGA-V1-A9Z7-01A-11D-A41K-08,6736,[0],"[6477, 1547]"
TCGA-V1-A9ZG-01A-11D-A41K-08,6737,[221],"[6477, 1538]"
TCGA-V1-A9ZI-01A-11D-A41K-08,6738,[72],"[6477, 1563]"
TCGA-V1-A9ZR-01A-11D-A41K-08,6739,[89],"[6477, 1538]"
TCGA-VN-A88K-01A-11D-A34U-08,6740,[116],"[6477, 1538]"
TCGA-VN-A88L-01A-11D-A34U-08,6741,[29],"[6477, 1563]"
TCGA-VN-A88M-01A-11D-A34U-08,6742,[144],"[6477, 1538]"
TCGA-VN-A88N-01A-11D-A364-08,6743,[48],"[6477, 1553]"
TCGA-VN-A88O-01A-11D-A34U-08,6744,[188],"[6477, 1538]"
TCGA-VN-A88P-01A-11D-A34U-08,6745,[240],"[6477, 1538]"
TCGA-VN-A88Q-01A-11D-A34U-08,6746,[132],"[6477, 1563]"
TCGA-VN-A943-01A-11D-A41K-08,6747,[208],"[6477, 1538]"
TCGA-VP-A872-01A-11D-A34U-08,6748,[161],"[6477, 1563]"
TCGA-VP-A875-01A-31D-A34U-08,6749,[136],"[6477, 1538]"
TCGA-VP-A876-01A-11D-A34U-08,6750,[245],"[6477, 1538]"
TCGA-VP-A878-01A-31D-A34U-08,6751,[0],"[6477, 1538]"
TCGA-VP-A87B-01A-11D-A34U-08,6752,[84],"[6477, 1538]"
TCGA-VP-A87C-01A-11D-A34U-08,6753,[0],"[6477, 1538]"
TCGA-VP-A87D-01A-11D-A34U-08,6754,[16],"[6477, 1563]"
TCGA-VP-A87H-01A-11D-A34U-08,6755,[76],"[6477, 1538]"
TCGA-VP-A87J-01A-11D-A34U-08,6756,[66],"[6477, 1547]"
TCGA-VP-A87K-01A-11D-A34U-08,6757,[93],"[6477, 1538]"
TCGA-VP-AA1N-01A-31D-A41K-08,6758,[240],"[6477, 1538]"
TCGA-WW-A8ZI-01A-11D-A377-08,6759,[132],"[6477, 1563]"
TCGA-X4-A8KQ-01A-12D-A364-08,6760,[72],"[6477, 1563]"
TCGA-XJ-A83F-01A-11D-A34U-08,6761,[0],"[6477, 1538]"
TCGA-XJ-A83G-01A-11D-A34U-08,6762,[28],"[6477, 1538]"
TCGA-XJ-A83H-01A-11D-A34U-08,6763,[32],"[6477, 1538]"
TCGA-XJ-A9DI-01A-11D-A377-08,6764,[8],"[6477, 1538]"
TCGA-XJ-A9DX-01A-11D-A377-08,6765,[176],"[6477, 1538]"
TCGA-XK-AAIV-01A-11D-A41K-08,6766,[148],"[6477, 1538]"
TCGA-XK-AAIW-01A-11D-A41K-08,6767,[64],"[6477, 1553]"
TCGA-XK-AAJA-01A-11D-A41K-08,6768,[208],"[6477, 1553]"
TCGA-XK-AAJP-01A-11D-A41K-08,6769,[252],"[6477, 1538]"
TCGA-XK-AAJR-01A-11D-A41K-08,6770,[180],"[6477, 1538]"
TCGA-XK-AAJT-01A-11D-A41K-08,6771,[188],"[6477, 1547]"
TCGA-XQ-A8TA-01A-11D-A364-08,6772,[36],"[6477, 1538]"
TCGA-XQ-A8TB-01A-11D-A364-08,6773,[188],"[6477, 1551]"
TCGA-Y6-A8TL-01A-21D-A377-08,6774,[126],"[6477, 1538]"
TCGA-Y6-A9XI-01A-11D-A41K-08,6775,[220],"[6477, 1538]"
TCGA-YL-A8HJ-01A-11D-A364-08,6776,[16],"[6477, 1563]"
TCGA-YL-A8HK-01A-11D-A364-08,6777,[172],"[6477, 1553]"
TCGA-YL-A8HL-01A-11D-A364-08,6778,[129],"[6477, 1563]"
TCGA-YL-A8HM-01A-11D-A364-08,6779,[20],"[6477, 1538]"
TCGA-YL-A8HO-01A-11D-A364-08,6780,[240],"[6477, 1538]"
TCGA-YL-A8S8-01A-11D-A377-08,6781,[244],"[6477, 1538]"
TCGA-YL-A8S9-01A-11D-A377-08,6782,[164],"[6477, 1538]"
TCGA-YL-A8SA-01A-21D-A377-08,6783,[24],"[6477, 1538]"
TCGA-YL-A8SC-01A-11D-A377-08,6784,[129],"[6477, 1563]"
TCGA-YL-A8SJ-01B-11D-A377-08,6785,[68],"[6477, 1563]"
TCGA-YL-A8SK-01B-21D-A377-08,6786,[176],"[6477, 1538]"
TCGA-YL-A8SL-01B-21D-A377-08,6787,[16],"[6477, 1538]"
TCGA-YL-A8SO-01B-31D-A377-08,6788,[129],"[6477, 1538]"
TCGA-YL-A8SP-01B-11D-A377-08,6789,[0],"[6477, 1538]"
TCGA-YL-A8SQ-01B-11D-A377-08,6790,[88],"[6477, 1538]"
TCGA-YL-A9WH-01A-11D-A377-08,6791,[208],"[6477, 1538]"
TCGA-YL-A9WL-01A-11D-A41K-08,6792,[232],"[6477, 1538]"
TCGA-YL-A9WY-01A-11D-A41K-08,6793,[48],"[6477, 1538]"
TCGA-ZG-A8QW-01A-11D-A377-08,6794,[212],"[6477, 1538]"
TCGA-ZG-A8QX-01A-11D-A377-08,6795,[219],"[6477, 1538]"
TCGA-ZG-A8QY-01A-11D-A377-08,6796,[216],"[6477, 1538]"
TCGA-ZG-A8QZ-01A-11D-A377-08,6797,[104],"[6477, 1551]"
TCGA-ZG-A9KY-01A-11D-A41K-08,6798,[128],"[6477, 1538]"
TCGA-ZG-A9L0-01A-11D-A41K-08,6799,[116],"[6477, 1538]"
TCGA-ZG-A9L1-01A-11D-A41K-08,6800,[112],"[6477, 1538]"
TCGA-ZG-A9L2-01A-31D-A41K-08,6801,[232],"[6477, 1538]"
TCGA-ZG-A9L4-01A-11D-A41K-08,6802,[112],"[6477, 1563]"
TCGA-ZG-A9L5-01A-12D-A41K-08,6803,[84],"[6477, 1538]"
TCGA-ZG-A9L9-01A-11D-A41K-08,6804,[4],"[6477, 1538]"
TCGA-ZG-A9LB-01A-11D-A41K-08,6805,[116],"[6477, 1538]"
TCGA-ZG-A9LM-01A-11D-A41K-08,6806,[122],"[6477, 1553]"
TCGA-ZG-A9LN-01A-11D-A41K-08,6807,[196],"[6477, 1538]"
TCGA-ZG-A9LS-01A-12D-A41K-08,6808,[110],"[6477, 1563]"
TCGA-ZG-A9LY-01A-11D-A41K-08,6809,[4],"[6477, 1553]"
TCGA-ZG-A9LZ-01A-11D-A41K-08,6810,[64],"[6477, 1563]"
TCGA-ZG-A9M4-01A-11D-A41K-08,6811,[220],"[6477, 1538]"
TCGA-ZG-A9MC-01A-31D-A41K-08,6812,[17],"[6477, 1538]"
TCGA-ZG-A9N3-01A-11D-A41K-08,6813,[0],"[6477, 1538]"
TCGA-ZG-A9NI-01A-11D-A41K-08,6814,[0],"[6477, 1538]"
TCGA-AF-2687-01A-02D-1733-10,6815,[32],"[3501, 1538]"
TCGA-AF-2690-01A-02D-1733-10,6816,[112],"[3501, 1563]"
TCGA-AF-2692-01A-01D-1989-10,6817,[184],"[3501, 1563]"
TCGA-AF-2693-01A-02D-1733-10,6818,[32],"[3501, 1538]"
TCGA-AF-3400-01A-01D-1989-10,6819,[132],"[3501, 1553]"
TCGA-AF-3911-01A-01D-1733-10,6820,[68],"[3501, 1538]"
TCGA-AF-3914-01A-01W-1073-09,6821,[144],"[3501, 1538]"
TCGA-AF-4110-01A-02D-1733-10,6822,[0],"[3501, 1538]"
TCGA-AF-5654-01A-01D-1657-10,6823,[128],"[3501, 1538]"
TCGA-AF-6136-01A-11D-1826-10,6824,[64],"[3501, 1563]"
TCGA-AF-6655-01A-11D-1826-10,6825,[196],"[3501, 1538]"
TCGA-AF-6672-01A-11D-1826-10,6826,[8],"[3501, 1538]"
TCGA-AF-A56K-01A-32D-A38X-10,6827,[52],"[3501, 1563]"
TCGA-AF-A56L-01A-31D-A38X-10,6828,[192],"[3501, 1563]"
TCGA-AF-A56N-01A-12D-A38X-10,6829,[0],"[3501, 1538]"
TCGA-AG-3574-01A-01D-1989-10,6830,[252],"[3501, 1538]"
TCGA-AG-3575-01A-01D-1989-10,6831,[187],"[3501, 1538]"
TCGA-AG-3580-01A-01D-1989-10,6832,[8],"[3501, 1563]"
TCGA-AG-3581-01A-01D-1989-10,6833,[20],"[3501, 1563]"
TCGA-AG-3583-01A-01D-1989-10,6834,[60],"[3501, 1551]"
TCGA-AG-3584-01A-01D-1989-10,6835,[68],"[3501, 1563]"
TCGA-AG-3591-01A-01D-1733-10,6836,[17],"[3501, 1563]"
TCGA-AG-3592-01A-02D-1733-10,6837,[64],"[3501, 1563]"
TCGA-AG-3598-01A-01D-1989-10,6838,[64],"[3501, 1563]"
TCGA-AG-3599-01A-02D-1989-10,6839,[165],"[3501, 1538]"
TCGA-AG-3725-01A-11D-1733-10,6840,[220],"[3501, 1538]"
TCGA-AG-3726-01A-02W-0899-10,6841,[16],"[3501, 1538]"
TCGA-AG-3731-01A-11D-1733-10,6842,[132],"[3501, 1563]"
TCGA-AG-3732-01A-11D-1657-10,6843,[16],"[3501, 1563]"
TCGA-AG-3742-01A-11D-1657-10,6844,[16],"[3501, 1563]"
TCGA-AG-3878-01A-02W-0899-10,6845,[192],"[3501, 1538]"
TCGA-AG-3881-01A-01W-0899-10,6846,[192],"[3501, 1538]"
TCGA-AG-3882-01A-01W-0899-10,6847,[160],"[3501, 1538]"
TCGA-AG-3883-01A-02W-0899-10,6848,[0],"[3501, 1563]"
TCGA-AG-3887-01A-01W-1073-09,6849,[128],"[3501, 1538]"
TCGA-AG-3891-01A-01W-1073-09,6850,[16],"[3501, 1553]"
TCGA-AG-3892-01A-01W-1073-09,6851,[16],"[3501, 1551]"
TCGA-AG-3893-01A-01W-1073-09,6852,[80],"[3501, 1538]"
TCGA-AG-3894-01A-01W-1073-09,6853,[40],"[3501, 1538]"
TCGA-AG-3898-01A-01W-1073-09,6854,[64],"[3501, 1538]"
TCGA-AG-3902-01A-01W-1073-09,6855,[208],"[3501, 1547]"
TCGA-AG-3909-01A-01W-1073-09,6856,[64],"[3501, 1538]"
TCGA-AG-4001-01A-02W-1073-09,6857,[16],"[3501, 1563]"
TCGA-AG-4021-01A-01D-1733-10,6858,[128],"[3501, 1538]"
TCGA-AG-4022-01A-01D-1733-10,6859,[52],"[3501, 1563]"
TCGA-AG-A002-01A-01W-A00K-09,6860,[0],"[3501, 1551]"
TCGA-AG-A008-01A-01W-A00K-09,6861,[120],"[3501, 1538]"
TCGA-AG-A00C-01A-01W-A00K-09,6862,[64],"[3501, 1538]"
TCGA-AG-A00Y-01A-02W-A00K-09,6863,[192],"[3501, 1538]"
TCGA-AG-A011-01A-01W-A00K-09,6864,[16],"[3501, 1538]"
TCGA-AG-A015-01A-01W-A00K-09,6865,[128],"[3501, 1538]"
TCGA-AG-A016-01A-01W-A00K-09,6866,[112],"[3501, 1563]"
TCGA-AG-A01J-01A-01W-A00E-09,6867,[196],"[3501, 1538]"
TCGA-AG-A01L-01A-01W-A00K-09,6868,[120],"[3501, 1563]"
TCGA-AG-A01N-01A-01W-A00E-09,6869,[0],"[3501, 1538]"
TCGA-AG-A01W-01A-21W-A096-10,6870,[16],"[3501, 1538]"
TCGA-AG-A01Y-01A-41W-A096-10,6871,[208],"[3501, 1538]"
TCGA-AG-A020-01A-21W-A096-10,6872,[0],"[3501, 1538]"
TCGA-AG-A026-01A-32W-A096-10,6873,[228],"[3501, 1547]"
TCGA-AG-A02N-01A-11W-A096-10,6874,[176],"[3501, 1563]"
TCGA-AG-A02X-01A-01W-A00E-09,6875,[0],"[3501, 1563]"
TCGA-AG-A036-01A-12W-A096-10,6876,[48],"[3501, 1538]"
TCGA-AH-6544-01A-11D-1826-10,6877,[128],"[3501, 1538]"
TCGA-AH-6549-01A-11D-1826-10,6878,[20],"[3501, 1538]"
TCGA-AH-6643-01A-11D-1826-10,6879,[177],"[3501, 1538]"
TCGA-AH-6644-01A-21D-1826-10,6880,[240],"[3501, 1563]"
TCGA-AH-6897-01A-11D-1924-10,6881,[132],"[3501, 1563]"
TCGA-AH-6903-01A-11D-1924-10,6882,[176],"[3501, 1538]"
TCGA-CI-6619-01B-11D-1826-10,6883,[136],"[3501, 1563]"
TCGA-CI-6620-01A-11D-1826-10,6884,[152],"[3501, 1563]"
TCGA-CI-6621-01A-11D-1826-10,6885,[192],"[3501, 1563]"
TCGA-CI-6622-01A-11D-1826-10,6886,[240],"[3501, 1563]"
TCGA-CI-6623-01B-11D-1826-10,6887,[164],"[3501, 1563]"
TCGA-CI-6624-01C-11D-1826-10,6888,[64],"[3501, 1538]"
TCGA-CL-4957-01A-01D-1733-10,6889,[36],"[3501, 1538]"
TCGA-CL-5917-01A-11D-1657-10,6890,[8],"[3501, 1563]"
TCGA-CL-5918-01A-11D-1657-10,6891,[16],"[3501, 1538]"
TCGA-DC-4745-01A-01D-1733-10,6892,[224],"[3501, 1563]"
TCGA-DC-4749-01A-01D-1733-10,6893,[180],"[3501, 1563]"
TCGA-DC-5337-01A-01D-1657-10,6894,[112],"[3501, 1563]"
TCGA-DC-5869-01A-01D-1657-10,6895,[128],"[3501, 1538]"
TCGA-DC-6154-01A-31D-1924-10,6896,[16],"[3501, 1538]"
TCGA-DC-6155-01A-11D-1657-10,6897,[16],"[3501, 1538]"
TCGA-DC-6157-01A-11D-1657-10,6898,[20],"[3501, 1538]"
TCGA-DC-6158-01A-11D-1657-10,6899,[192],"[3501, 1538]"
TCGA-DC-6160-01A-11D-1657-10,6900,[148],"[3501, 1563]"
TCGA-DC-6681-01A-11D-1826-10,6901,[100],"[3501, 1563]"
TCGA-DC-6682-01A-11D-1826-10,6902,[208],"[3501, 1563]"
TCGA-DC-6683-01A-11D-1826-10,6903,[68],"[3501, 1538]"
TCGA-DT-5265-01A-21D-1826-10,6904,[28],"[3501, 1563]"
TCGA-DY-A0XA-01A-11D-A152-10,6905,[16],"[3501, 1538]"
TCGA-DY-A1DC-01A-31D-A152-10,6906,[176],"[3501, 1538]"
TCGA-DY-A1DD-01A-21D-A152-10,6907,[0],"[3501, 1563]"
TCGA-DY-A1DF-01A-11D-A152-10,6908,[0],"[3501, 1563]"
TCGA-DY-A1DG-01A-11D-A152-10,6909,[196],"[3501, 1563]"
TCGA-DY-A1H8-01A-21D-A152-10,6910,[132],"[3501, 1563]"
TCGA-EF-5830-01A-01D-1657-10,6911,[16],"[3501, 1538]"
TCGA-EI-6506-01A-11D-1733-10,6912,[128],"[3501, 1563]"
TCGA-EI-6507-01A-11D-1733-10,6913,[68],"[3501, 1553]"
TCGA-EI-6508-01A-11D-1733-10,6914,[32],"[3501, 1538]"
TCGA-EI-6509-01A-11D-1733-10,6915,[8],"[3501, 1563]"
TCGA-EI-6510-01A-11D-1733-10,6916,[128],"[3501, 1563]"
TCGA-EI-6511-01A-11D-1733-10,6917,[16],"[3501, 1538]"
TCGA-EI-6512-01A-11D-1733-10,6918,[144],"[3501, 1563]"
TCGA-EI-6513-01A-21D-1733-10,6919,[144],"[3501, 1538]"
TCGA-EI-6514-01A-11D-1733-10,6920,[192],"[3501, 1563]"
TCGA-EI-6881-01A-11D-1924-10,6921,[0],"[3501, 1563]"
TCGA-EI-6882-01A-11D-1924-10,6922,[16],"[3501, 1563]"
TCGA-EI-6883-01A-31D-1924-10,6923,[248],"[3501, 1563]"
TCGA-EI-6884-01A-11D-1924-10,6924,[64],"[3501, 1538]"
TCGA-EI-6885-01A-11D-1924-10,6925,[16],"[3501, 1538]"
TCGA-EI-6917-01A-11D-1924-10,6926,[16],"[3501, 1551]"
TCGA-EI-7002-01A-11D-1924-10,6927,[0],"[3501, 1538]"
TCGA-EI-7004-01A-11D-1924-10,6928,[192],"[3501, 1563]"
TCGA-F5-6464-01A-11D-1733-10,6929,[116],"[3501, 1547]"
TCGA-F5-6465-01A-11D-1733-10,6930,[0],"[3501, 1538]"
TCGA-F5-6571-01A-12D-1826-10,6931,[112],"[3501, 1563]"
TCGA-F5-6702-01A-11D-1826-10,6932,[184],"[3501, 1563]"
TCGA-F5-6810-01A-11D-1826-10,6933,[0],"[3501, 1538]"
TCGA-F5-6811-01A-11D-1826-10,6934,[168],"[3501, 1563]"
TCGA-F5-6812-01A-11D-1826-10,6935,[208],"[3501, 1538]"
TCGA-F5-6813-01A-11D-1826-10,6936,[80],"[3501, 1538]"
TCGA-F5-6861-01A-11D-1924-10,6937,[0],"[3501, 1563]"
TCGA-F5-6863-01A-11D-1924-10,6938,[192],"[3501, 1563]"
TCGA-F5-6864-01A-11D-1924-10,6939,[64],"[3501, 1538]"
TCGA-G5-6641-01A-11D-1826-10,6940,[136],"[3501, 1538]"
TCGA-3B-A9HJ-01A-11D-A387-09,6941,[64],"[6942, 1547]"
TCGA-3B-A9HL-01A-11D-A387-09,6943,[240],"[6942, 1538]"
TCGA-3B-A9HO-01A-11D-A387-09,6944,[208],"[6942, 1538]"
TCGA-3B-A9HP-01A-11D-A387-09,6945,[0],"[6942, 1538]"
TCGA-3B-A9HQ-01A-11D-A387-09,6946,[0],"[6942, 1549]"
TCGA-3B-A9HR-01A-11D-A387-09,6947,[0],"[6942, 1538]"
TCGA-3B-A9HS-01A-11D-A38Z-09,6948,[128],"[6942, 1538]"
TCGA-3B-A9HT-01A-11D-A38Z-09,6949,[208],"[6942, 1563]"
TCGA-3B-A9HU-01A-11D-A38Z-09,6950,[192],"[6942, 1538]"
TCGA-3B-A9HV-01A-11D-A38Z-09,6951,[0],"[6942, 1538]"
TCGA-3B-A9HX-01A-11D-A38Z-09,6952,[140],"[6942, 1538]"
TCGA-3B-A9HY-01A-11D-A38Z-09,6953,[68],"[6942, 1581]"
TCGA-3B-A9HZ-01A-11D-A38Z-09,6954,[128],"[6942, 1538]"
TCGA-3B-A9I0-01A-11D-A38Z-09,6955,[152],"[6942, 1538]"
TCGA-3B-A9I1-01A-11D-A38Z-09,6956,[29],"[6942, 1538]"
TCGA-3B-A9I3-01A-11D-A38Z-09,6957,[132],"[6942, 1538]"
TCGA-3R-A8YX-01A-11D-A37C-09,6958,[80],"[6942, 1538]"
TCGA-DX-A1KX-01A-22D-A24N-09,6959,[4],"[6942, 1538]"
TCGA-DX-A23Y-01A-11D-A27P-09,6960,[84],"[6942, 1538]"
TCGA-DX-A2J1-01A-11D-A21Q-09,6961,[16],"[6942, 1538]"
TCGA-DX-A3M2-01A-21D-A228-09,6962,[132],"[6942, 1563]"
TCGA-DX-A3U9-01A-11D-A307-09,6963,[68],"[6942, 1538]"
TCGA-DX-A3UA-01A-12D-A307-09,6964,[220],"[6942, 1538]"
TCGA-DX-A3UC-01A-11D-A307-09,6965,[148],"[6942, 1538]"
TCGA-DX-A3UD-01A-11D-A307-09,6966,[192],"[6942, 1538]"
TCGA-DX-A3UE-01A-11D-A307-09,6967,[16],"[6942, 1571]"
TCGA-DX-A3UF-01A-11D-A307-09,6968,[212],"[6942, 1538]"
TCGA-DX-A48K-01A-11D-A307-09,6969,[48],"[6942, 1538]"
TCGA-DX-A48L-01A-11D-A307-09,6970,[4],"[6942, 1549]"
TCGA-DX-A48N-01A-11D-A307-09,6971,[64],"[6942, 1538]"
TCGA-DX-A48O-01A-11D-A307-09,6972,[48],"[6942, 1538]"
TCGA-DX-A48P-01A-11D-A307-09,6973,[4],"[6942, 1538]"
TCGA-DX-A48R-01A-11D-A307-09,6974,[80],"[6942, 1538]"
TCGA-DX-A48V-01A-11D-A307-09,6975,[112],"[6942, 1538]"
TCGA-DX-A6B7-01A-11D-A307-09,6976,[112],"[6942, 1538]"
TCGA-DX-A6B8-01A-11D-A307-09,6977,[64],"[6942, 1538]"
TCGA-DX-A6B9-01A-12D-A32I-09,6978,[36],"[6942, 1547]"
TCGA-DX-A6BB-01A-12D-A32I-09,6979,[88],"[6942, 1538]"
TCGA-DX-A6BE-01A-41D-A32I-09,6980,[252],"[6942, 1538]"
TCGA-DX-A6BF-01A-11D-A307-09,6981,[84],"[6942, 1538]"
TCGA-DX-A6BH-01A-12D-A307-09,6982,[84],"[6942, 1538]"
TCGA-DX-A6BK-01A-11D-A307-09,6983,[0],"[6942, 1538]"
TCGA-DX-A6YQ-01A-12D-A33E-09,6984,[240],"[6942, 1549]"
TCGA-DX-A6YR-01A-33D-A351-09,6985,[16],"[6942, 1563]"
TCGA-DX-A6YS-01A-12D-A351-09,6986,[0],"[6942, 1547]"
TCGA-DX-A6YT-01A-21D-A351-09,6987,[208],"[6942, 1547]"
TCGA-DX-A6YU-01A-12D-A33E-09,6988,[128],"[6942, 1538]"
TCGA-DX-A6YV-01A-12D-A351-09,6989,[116],"[6942, 1547]"
TCGA-DX-A6YX-01A-11D-A417-09,6990,[68],"[6942, 1538]"
TCGA-DX-A6YZ-01A-12D-A351-09,6991,[16],"[6942, 1538]"
TCGA-DX-A6Z0-01A-13D-A36J-09,6992,[112],"[6942, 1547]"
TCGA-DX-A6Z2-01A-12D-A36J-09,6993,[212],"[6942, 1538]"
TCGA-DX-A7EF-01A-11D-A33E-09,6994,[204],"[6942, 1538]"
TCGA-DX-A7EI-01A-11D-A33E-09,6995,[213],"[6942, 1538]"
TCGA-DX-A7EM-01A-11D-A36J-09,6996,[176],"[6942, 1538]"
TCGA-DX-A7EN-01A-11D-A38Z-09,6997,[68],"[6942, 1538]"
TCGA-DX-A7EO-01A-11D-A36J-09,6998,[177],"[6942, 1538]"
TCGA-DX-A7EQ-01A-11D-A387-09,6999,[88],"[6942, 1538]"
TCGA-DX-A7ES-01A-31D-A38Z-09,7000,[164],"[6942, 1538]"
TCGA-DX-A7ET-01A-11D-A36J-09,7001,[0],"[6942, 1538]"
TCGA-DX-A7EU-01A-22D-A36J-09,7002,[0],"[6942, 1538]"
TCGA-DX-A8BG-01A-12D-A417-09,7003,[196],"[6942, 1538]"
TCGA-DX-A8BH-01A-11D-A37C-09,7004,[136],"[6942, 1538]"
TCGA-DX-A8BJ-01A-11D-A417-09,7005,[128],"[6942, 1538]"
TCGA-DX-A8BK-01A-11D-A37C-09,7006,[68],"[6942, 1538]"
TCGA-DX-A8BL-01A-11D-A417-09,7007,[80],"[6942, 1538]"
TCGA-DX-A8BM-01A-11D-A417-09,7008,[64],"[6942, 1538]"
TCGA-DX-A8BN-01A-11D-A37C-09,7009,[128],"[6942, 1538]"
TCGA-DX-A8BO-01A-11D-A417-09,7010,[64],"[6942, 1538]"
TCGA-DX-A8BP-01A-11D-A37C-09,7011,[24],"[6942, 1581]"
TCGA-DX-A8BR-01A-11D-A417-09,7012,[113],"[6942, 1538]"
TCGA-DX-A8BT-01A-11D-A37C-09,7013,[192],"[6942, 1538]"
TCGA-DX-A8BU-01A-11D-A37C-09,7014,[244],"[6942, 1538]"
TCGA-DX-A8BV-01A-11D-A37C-09,7015,[32],"[6942, 1538]"
TCGA-DX-A8BX-01A-11D-A37C-09,7016,[128],"[6942, 1538]"
TCGA-DX-A8BZ-01A-11D-A37C-09,7017,[200],"[6942, 1538]"
TCGA-DX-AATS-01A-12D-A417-09,7018,[80],"[6942, 1538]"
TCGA-DX-AB2E-01A-11D-A38Z-09,7019,[144],"[6942, 1581]"
TCGA-DX-AB2F-01A-11D-A387-09,7020,[80],"[6942, 1547]"
TCGA-DX-AB2G-01A-11D-A38Z-09,7021,[48],"[6942, 1538]"
TCGA-DX-AB2H-01A-11D-A38Z-09,7022,[16],"[6942, 1538]"
TCGA-DX-AB2J-01A-11D-A387-09,7023,[168],"[6942, 1538]"
TCGA-DX-AB2L-01A-32D-A417-09,7024,[0],"[6942, 1553]"
TCGA-DX-AB2O-01A-12D-A38Z-09,7025,[32],"[6942, 1538]"
TCGA-DX-AB2P-01A-11D-A387-09,7026,[128],"[6942, 1547]"
TCGA-DX-AB2Q-01A-11D-A38Z-09,7027,[48],"[6942, 1538]"
TCGA-DX-AB2T-01A-11D-A387-09,7028,[164],"[6942, 1538]"
TCGA-DX-AB2V-01A-11D-A417-09,7029,[240],"[6942, 1538]"
TCGA-DX-AB2W-01A-11D-A38Z-09,7030,[0],"[6942, 1538]"
TCGA-DX-AB2X-01A-11D-A387-09,7031,[224],"[6942, 1538]"
TCGA-DX-AB2Z-01A-11D-A387-09,7032,[16],"[6942, 1538]"
TCGA-DX-AB30-01A-11D-A38Z-09,7033,[84],"[6942, 1553]"
TCGA-DX-AB32-01A-11D-A417-09,7034,[80],"[6942, 1563]"
TCGA-DX-AB35-01A-21D-A417-09,7035,[0],"[6942, 1538]"
TCGA-DX-AB36-01A-11D-A417-09,7036,[128],"[6942, 1547]"
TCGA-DX-AB37-01A-11D-A417-09,7037,[0],"[6942, 1538]"
TCGA-DX-AB3A-01A-11D-A417-09,7038,[192],"[6942, 1538]"
TCGA-DX-AB3B-01A-11D-A417-09,7039,[252],"[6942, 1538]"
TCGA-DX-AB3C-01A-11D-A417-09,7040,[0],"[6942, 1547]"
